doubt_id	oewn_id	pos	primary_lemma	gloss	chosen_class	chosen_reason	alternative_class	alternative_reason	class_distance	doubt_category	method	priority_score	downstream_count	decision	decision_comment
D-007380	oewn-02182102-s	s	trilobate	(of a leaf shape) divided into three lobes	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007381	oewn-02182238-s	s	tripinnate	(of a leaf shape) thrice pinnate	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007382	oewn-02182341-s	s	tripinnatifid	(of a leaf shape) bipinnatifid with segments pinnatifid	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007383	oewn-02233060-s	s	unsorted	not arranged according to size	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007384	oewn-02242026-s	s	smoking	emitting smoke in great volume	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007385	oewn-02245164-s	s	even-textured	having an even texture	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007386	oewn-02246054-s	s	velvet	smooth and soft to sight or hearing or touch or taste	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007387	oewn-02248123-s	s	costate	(of the surface) having a rough, riblike texture	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007388	oewn-02250326-s	s	sandpapery	having the abrasive texture of sandpaper	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007389	oewn-02262190-s	s	broadloom	(of rugs or carpets) woven full width	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007390	oewn-02269502-s	s	fluid	characteristic of a fluid; capable of flowing and easily changing shape	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007391	oewn-02278811-s	s	intelligent	possessing sound knowledge	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007392	oewn-02295242-s	s	vowellike	having characteristics of a vowel sound	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007393	oewn-02313466-s	s	wobbling	(of sound) fluctuating unsteadily	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007394	oewn-02320598-s	s	deflective	capable of changing the direction (of a light or sound wave)	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007395	oewn-02321750-s	s	warped	used especially of timbers or boards; bent out of shape usually by moisture	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007396	oewn-02321916-s	s	windblown	used especially of trees; growing in a shape determined by the prevailing winds	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007397	oewn-02325276-s	s	coiling	in the shape of a coil	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007398	oewn-02329581-s	s	brawny	(of a person) possessing physical strength and weight; rugged and powerful	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007399	oewn-02333753-s	s	pale	(of light) lacking in intensity or brightness; dim or feeble	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007400	oewn-02353493-s	s	weapons-grade	of a quality adequate for use in weapons (especially in weapons of mass destruction)	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007401	oewn-02356454-s	s	scrawny	inferior in size or quality	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007402	oewn-02396358-s	s	pint-size	well below average height	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007403	oewn-02408319-s	s	bland	lacking taste or flavor or tang	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007404	oewn-02420355-s	s	heavy	of relatively large extent and density	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007405	oewn-02421833-s	s	compressed	flattened laterally along the whole length (e.g., certain leafstalks or flatfishes)	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007406	oewn-02423821-s	s	slender	having little width in proportion to the length or height	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007407	oewn-02461973-s	s	unmalleable	difficult or impossible to shape or work	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007408	oewn-02480427-s	s	round-arm	with the arm swung round at shoulder height	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007409	oewn-02487527-s	s	suprasegmental	pertaining to a feature of speech that extends over more than a single speech sound	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007410	oewn-02494997-s	s	highflying	moving upward or along at a considerable height	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007411	oewn-02517494-s	s	variform	varying in form or shape	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007412	oewn-02546117-s	s	augmentative	increasing or having the power to increase especially in size or amount or degree	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007413	oewn-02572482-s	s	wide-screen	(motion pictures) projected on a screen with much greater width than height	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007414	oewn-02573098-s	s	narrowed	reduced in size as by squeezing together	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007415	oewn-02578748-s	s	winglike	resembling a wing in shape or position	dul:Quality	inherited from head via wn:similar	dul:PhysicalAttribute	own gloss suggests: physical-attribute keyword in gloss	1	C4_satellite_vs_gloss	phase4_A1_satellite_inherits_head	3.0	0		
D-007416	oewn-03157978-a	a	.22 caliber	of or relating to the bore of a gun (or its ammunition) that measures twenty-two hundredths of an inch in diameter	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Amount	pertainym referent oewn-05110583-n (bore) has class dul:Amount	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007417	oewn-03158270-a	a	.38 caliber	of or relating to the bore of a gun (or its ammunition) that measures thirty-eight hundredths of an inch in diameter	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Amount	pertainym referent oewn-05110583-n (bore) has class dul:Amount	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007418	oewn-03158563-a	a	.45 caliber	of or relating to the bore of a gun (or its ammunition) that measures forty-five hundredths of an inch in diameter	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Amount	pertainym referent oewn-05110583-n (bore) has class dul:Amount	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007419	oewn-02616203-a	a	antisatellite	of or relating to a system to destroy satellites in orbit	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:DesignedArtifact	pertainym referent oewn-04144527-n (satellite) has class dul:DesignedArtifact	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007420	oewn-02610006-a	a	Abnaki	of or relating to the Abnakis or their language	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Person	pertainym referent oewn-09665709-n (Abnaki) has class dul:Person	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007421	oewn-02614678-a	a	Adonic	or relating to or like Adonis	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Personification	pertainym referent oewn-09570758-n (Adonis) has class dul:Personification	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007422	oewn-03028672-a	a	Aegean	of or relating to or characteristic of the prehistoric Aegean civilization	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Collective	pertainym referent oewn-08307077-n (Aegean civilization) has class dul:Collective	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007423	oewn-02619920-a	a	Alaskan	relating to or characteristic of the state or people of Alaska	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Person	pertainym referent oewn-09760285-n (Alaskan) has class dul:Person	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007424	oewn-02620090-a	a	Albigensian	of or relating to Albigenses or Albigensianism	dul:Quality	A2_pertainym_default = dul:Quality uniform	coll:InformationCollection	pertainym referent oewn-06237839-n (Albigensianism) has class coll:InformationCollection	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007425	oewn-02615219-a	a	Aleutian	of or relating to the Aleut or their language or culture	dul:Quality	A2_pertainym_default = dul:Quality uniform	coll:AgentCollection	pertainym referent oewn-08505421-n (Aleut) has class coll:AgentCollection	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007426	oewn-02621859-a	a	Algonquian	of or relating to an Algonquian tribe or its people or language	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Person	pertainym referent oewn-09666446-n (Algonquian) has class dul:Person	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007427	oewn-02623356-a	a	Allied	of or relating to or denoting the Allies in World War II	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Organization	pertainym referent oewn-08188491-n (Allies) has class dul:Organization	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007428	oewn-02623204-a	a	Allied	of or relating to or denoting the Allies in World War I	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Organization	pertainym referent oewn-08188109-n (Allies) has class dul:Organization	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007429	oewn-02625233-a	a	Altaic	of or pertaining to or written in Altaic	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:InformationObject	pertainym referent oewn-06938989-n (Altaic) has class dul:InformationObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007430	oewn-02939379-a	a	Indian	of or pertaining to Native Americans or their culture or languages	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Person	pertainym referent oewn-09664887-n (Amerindian) has class dul:Person	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007431	oewn-02627414-a	a	Amharic	related to or characteristic of or written in Amharic	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:InformationObject	pertainym referent oewn-07000472-n (Amharic) has class dul:InformationObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007432	oewn-02966005-a	a	Anglican	of or pertaining to or characteristic of the Anglican church	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Organization	pertainym referent oewn-08104947-n (Anglican Church) has class dul:Organization	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007433	oewn-02934003-a	a	Anglo-Jewish	of English-speaking Jews and their culture	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Person	pertainym referent oewn-09700747-n (Jew) has class dul:Person	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007434	oewn-03126511-a	a	Anglo-Saxon	of or relating to the Anglo-Saxons or their language	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Person	pertainym referent oewn-09721373-n (Anglo-Saxon) has class dul:Person	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007435	oewn-02932421-a	a	Anglo-catholic	supporting the Anglican Church	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Organization	pertainym referent oewn-08104947-n (Anglican Church) has class dul:Organization	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007436	oewn-02634089-a	a	Anglophilic	characterized by Anglophilia	dul:Quality	A2_pertainym_default = dul:Quality uniform	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	pertainym referent oewn-07516196-n (Anglophilia) has class http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007437	oewn-02634193-a	a	Anglophobic	characterized by Anglophobia	dul:Quality	A2_pertainym_default = dul:Quality uniform	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	pertainym referent oewn-07517338-n (Anglophobia) has class http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007438	oewn-02643873-a	a	Apocryphal	of or belonging to the Apocrypha	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:InformationRealization	pertainym referent oewn-06469622-n (Apocrypha) has class dul:InformationRealization	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007439	oewn-03055976-a	a	Arabian	of or relating to Arabian horses	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Organism	pertainym referent oewn-02382560-n (Arabian) has class dul:Organism	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007440	oewn-03056254-a	a	Arabic	relating to or characteristic of Arabs	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Person	pertainym referent oewn-09748872-n (Arab) has class dul:Person	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007441	oewn-02647714-a	a	Aramaic	of or relating to the ancient Aramaic languages	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:InformationObject	pertainym referent oewn-07000967-n (Aramaic) has class dul:InformationObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007442	oewn-02648188-a	a	Arawakan	of or relating to the peoples who speak the language of the Arawak	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Person	pertainym referent oewn-09822670-n (Arawak) has class dul:Person	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007443	oewn-02635963-a	a	Arminian	of or relating to Arminianism	dul:Quality	A2_pertainym_default = dul:Quality uniform	coll:InformationCollection	pertainym referent oewn-06239699-n (Arminianism) has class coll:InformationCollection	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007444	oewn-03085993-a	a	Indo-European	of or relating to the former Indo-European people	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Person	pertainym referent oewn-09659011-n (Aryan) has class dul:Person	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007445	oewn-02609205-a	a	abasic	of or relating to abasia (inability to walk)	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Situation	pertainym referent oewn-14572662-n (abasia) has class dul:Situation	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007446	oewn-02609365-a	a	abbatial	of or having to do with or belonging to an abbey or abbot, or abbess	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:DesignedArtifact	pertainym referent oewn-02670009-n (abbey) has class dul:DesignedArtifact	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007447	oewn-02945931-a	a	abdominal	of or relating to or near the abdomen	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:BiologicalObject	pertainym referent oewn-05564576-n (abdomen) has class dul:BiologicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007448	oewn-02609578-a	a	abdominovesical	of or relating to the abdomen and the urinary bladder	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:BiologicalObject	pertainym referent oewn-05564576-n (abdomen) has class dul:BiologicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007449	oewn-02610106-a	a	abient	characterized by avoidance or withdrawal	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Event	pertainym referent oewn-09203513-n (abience) has class dul:Event	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007450	oewn-02610254-a	a	abiogenetic	originating by abiogenesis	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Event	pertainym referent oewn-11440490-n (abiogenesis) has class dul:Event	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007451	oewn-03053150-a	a	ablative	relating to the ablative case	dul:Quality	A2_pertainym_default = dul:Quality uniform	coll:Taxon	pertainym referent oewn-06323408-n (ablative) has class coll:Taxon	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007452	oewn-03150420-a	a	abolitionary	relating to or favoring abolition, especially abolition of slavery	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Situation	pertainym referent oewn-00229150-n (abolition) has class dul:Situation	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007453	oewn-03150563-a	a	abomasal	relating to the abomasum (the fourth compartment of the stomach of ruminants)	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:BiologicalObject	pertainym referent oewn-02402594-n (abomasum) has class dul:BiologicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007454	oewn-03150713-a	a	absolutist	pertaining to the principle of totalitarianism	dul:Quality	A2_pertainym_default = dul:Quality uniform	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	pertainym referent oewn-06223441-n (absolutism) has class http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007455	oewn-02985278-a	a	abyssal	relating to ocean depths from 2000 to 5000 meters	dul:Quality	A2_pertainym_default = dul:Quality uniform	http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#GeographicalFeature	pertainym referent oewn-09209489-n (abyssal zone) has class http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#GeographicalFeature	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007456	oewn-02610356-a	a	academic	associated with academia or an academy	dul:Quality	A2_pertainym_default = dul:Quality uniform	coll:AgentCollection	pertainym referent oewn-08291844-n (academia) has class coll:AgentCollection	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007457	oewn-02610548-a	a	acanthotic	of or relating to or having acanthosis	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Situation	pertainym referent oewn-14245223-n (acanthosis) has class dul:Situation	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007458	oewn-02610661-a	a	acapnic	relating to or demonstrating acapnia	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Situation	pertainym referent oewn-14065647-n (hypocapnia) has class dul:Situation	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007459	oewn-03150903-a	a	accentual	of or pertaining to accent or stress	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:InformationObject	pertainym referent oewn-07099567-n (stress) has class dul:InformationObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007460	oewn-03151031-a	a	accessional	of or constituting an accession	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Action	pertainym referent oewn-13274322-n (accession) has class dul:Action	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007461	oewn-03151253-a	a	accommodational	of or relating to the accommodation of the lens of the eye	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Situation	pertainym referent oewn-00194074-n (accommodation) has class dul:Situation	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007462	oewn-03151417-a	a	acculturational	of or relating to acculturation	dul:Quality	A2_pertainym_default = dul:Quality uniform	http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	pertainym referent oewn-05765046-n (acculturation) has class http://www.ontologydesignpatterns.org/ont/dul/Conceptualization.owl#InternalRepresentation	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007463	oewn-02873086-a	a	objective	serving as or indicating the object of a verb or of certain prepositions and used for certain other purposes	dul:Quality	A2_pertainym_default = dul:Quality uniform	coll:Taxon	pertainym referent oewn-06322547-n (accusative) has class coll:Taxon	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007464	oewn-03053253-a	a	accusatorial	specifically indicating a form of prosecution in which one is publicly accused of and tried for a crime and in which the judge is not also the prosecutor	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Person	pertainym referent oewn-09781808-n (accuser) has class dul:Person	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007465	oewn-03151778-a	a	acentric	lacking a centromere	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:BiologicalObject	pertainym referent oewn-05451900-n (centromere) has class dul:BiologicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007466	oewn-02610864-a	a	acervate	pertaining to a growth of fungi that forms a heaped-up mass	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:BiologicalObject	pertainym referent oewn-11553477-n (acervulus) has class dul:BiologicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007467	oewn-03051421-a	a	acetic	relating to or containing acetic acid	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:ChemicalObject	pertainym referent oewn-14623348-n (acetic acid) has class dul:ChemicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007468	oewn-02611010-a	a	acetonic	of or relating to acetone	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:ChemicalObject	pertainym referent oewn-14624684-n (acetone) has class dul:ChemicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007469	oewn-02611108-a	a	acetylenic	of or related to acetylene	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:ChemicalObject	pertainym referent oewn-14624920-n (acetylene) has class dul:ChemicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007470	oewn-02611209-a	a	acetylic	of or related to acetic acid	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:ChemicalObject	pertainym referent oewn-14623348-n (acetic acid) has class dul:ChemicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007471	oewn-02611540-a	a	achenial	pertaining to dry one-seeded indehiscent fruit	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:BiologicalObject	pertainym referent oewn-12056536-n (achene) has class dul:BiologicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007472	oewn-02611659-a	a	achlorhydric	lacking hydrochloric acid	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:ChemicalObject	pertainym referent oewn-14936538-n (hydrochloric acid) has class dul:ChemicalObject	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007473	oewn-02611743-a	a	achondritic	of or related to an achondrite	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:PhysicalBody	pertainym referent oewn-09209825-n (achondrite) has class dul:PhysicalBody	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007474	oewn-02910523-a	a	achondroplastic	of or relating to achondroplasia	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:Situation	pertainym referent oewn-14145286-n (achondroplasia) has class dul:Situation	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
D-007475	oewn-02707375-a	a	achromatinic	(of substance of a cell nucleus) not readily colored by stains	dul:Quality	A2_pertainym_default = dul:Quality uniform	dul:FunctionalSubstance	pertainym referent oewn-05443957-n (achromatin) has class dul:FunctionalSubstance	3	C5_pertainym_vs_referent	phase4_A2_pertainym_default	12.0	0		
