oewn_id	dulplus_class	tier	provenance	primary_lemma	all_lemmas	gloss	hypernyms
oewn-02453507-v	dul:Action	propagated_from_hypernym	from oewn-02453050-v[tier1_derivation]	choose up	choose up	form sides, as for a game	oewn-02453050-v
oewn-02453599-v	dul:Action	propagated_from_hypernym	from oewn-02453050-v[tier1_derivation]	draw up	draw up	form or arrange in order or formation, as of a body of soldiers	oewn-02453050-v
oewn-02453751-v	dul:Action	propagated_from_hypernym	from oewn-02453050-v[tier1_derivation]	regiment	regiment	form (military personnel) into a regiment	oewn-02453050-v
oewn-02453876-v	dul:Action	propagated_from_hypernym	from oewn-02453050-v[tier1_derivation]	syndicate	syndicate	organize into or form a syndicate	oewn-02453050-v
oewn-02454048-v	dul:Action	propagated_from_hypernym	from oewn-02628315-v[tier1_derivation]	syndicate	syndicate	join together into a syndicate	oewn-02628315-v
oewn-02454205-v	dul:State	tier1_derivation	deriv→oewn-13958260-n(marker='the state of')	exclude	exclude|keep out|shut out|shut	prevent from entering; shut out	oewn-02455370-v
oewn-02454582-v	dul:State	propagated_from_hypernym	from oewn-02454205-v[tier1_derivation]	lock out	lock out	prevent employees from working during a strike	oewn-02454205-v
oewn-02454712-v	dul:Action	tier1_derivation	deriv→oewn-00373938-n(marker='the act of')	admit	admit|let in|include	allow participation in or the right to be part of; permit to exercise the rights, functions, and responsibilities of	oewn-00803980-v
oewn-02455121-v	dul:Action	tier1_derivation	deriv→oewn-01241629-n(marker='the act of')	participate	participate|take part	share in something	oewn-02372362-v
oewn-02455282-v	dul:Action	propagated_from_hypernym	from oewn-02455121-v[tier1_derivation]	partake in	partake in	be active in	oewn-02455121-v
oewn-02455370-v	dul:Action	tier1_derivation	deriv→oewn-01079274-n(marker='the act of')	prevent	prevent|keep	stop (someone or something) from doing something or being in a certain state	oewn-02372362-v
oewn-02455890-v	dul:Action	propagated_from_hypernym	from oewn-02455370-v[tier1_derivation]	restrict	restrict	prevent (information) from being circulated or disclosed	oewn-02455370-v
oewn-02456020-v	dul:Action	propagated_from_hypernym	from oewn-02455370-v[tier1_derivation]	hold	hold	keep from departing	oewn-02455370-v
oewn-02456144-v	dul:Action	propagated_from_hypernym	from oewn-02455370-v[tier1_derivation]	keep away	keep away	prevent from coming close	oewn-02455370-v
oewn-02456292-v	dul:Action	propagated_from_hypernym	from oewn-02455370-v[tier1_derivation]	restrain	restrain	prevent (someone or something) from doing something	oewn-02455370-v
oewn-02456505-v	dul:Action	propagated_from_hypernym	from oewn-02455370-v[tier1_derivation]	blank	blank	keep the opposing (baseball) team from winning	oewn-02455370-v
oewn-02456614-v	dul:Action	propagated_from_hypernym	from oewn-02455370-v[tier1_derivation]	impede	impede|hinder	be a hindrance or obstacle to	oewn-02455370-v
oewn-02456941-v	dul:Action	propagated_from_hypernym	from oewn-02456614-v[propagated_from_hypernym]	inhibit	inhibit	limit, block, or decrease the action or function of	oewn-02456614-v
oewn-02457192-v	dul:Action	propagated_from_hypernym	from oewn-02456614-v[propagated_from_hypernym]	repress	repress	impede or hinder the natural development or self-expression of	oewn-02456614-v
oewn-02457343-v	dul:Action	tier1_derivation	deriv→oewn-01075919-n(marker='the act of')	interfere	interfere	come between so as to be hindrance or obstacle	oewn-02456614-v
oewn-02457523-v	dul:Action	propagated_from_hypernym	from oewn-02456614-v[propagated_from_hypernym]	set back	set back	slow down the progress of; hinder	oewn-02456614-v
oewn-02457671-v	dul:Action	propagated_from_hypernym	from oewn-02456614-v[propagated_from_hypernym]	hobble	hobble	hamper the action or progress of	oewn-02456614-v
oewn-02457844-v	dul:Action	propagated_from_hypernym	from oewn-02456614-v[propagated_from_hypernym]	stunt	stunt	check the growth or development of	oewn-02456614-v
oewn-02458045-v	dul:Action	propagated_from_hypernym	from oewn-02457844-v[propagated_from_hypernym]	dwarf	dwarf	check the growth of	oewn-02457844-v
oewn-02458189-v	dul:Action	propagated_from_hypernym	from oewn-02565578-v[tier1_derivation]	embargo	embargo	prevent commerce	oewn-02565578-v
oewn-02458316-v	dul:Action	tier1_derivation	deriv→oewn-01080966-n(marker='the act of')|deriv→oewn-01080966-n(marker='the act of')	prevent	prevent|forestall|foreclose|preclude|forbid	keep from happening or arising; make impossible	oewn-02372362-v
oewn-02458770-v	dul:Action	tier1_derivation	deriv→oewn-01080966-n(marker='the act of')	debar	debar|forefend|forfend|obviate|deflect|avert|head off|stave off|fend off|avoid|ward off	prevent the occurrence of; prevent from happening; to protect from or to keep away anything undesirable; to ward off	oewn-02458316-v
oewn-02459141-v	dul:Action	propagated_from_hypernym	from oewn-00803980-v[tier1_derivation]	privilege	privilege|favor|favour	bestow a privilege upon	oewn-00803980-v
oewn-02459338-v	dul:Action	tier1_derivation	deriv→oewn-01216376-n(marker='the act of')|deriv→oewn-01217658-n(marker='the act of')|deriv→oewn-01217658-n(marker='the act of')	back	back|endorse|indorse|plump for|plunk for|support	be behind; approve of	oewn-00808164-v
oewn-02459761-v	dul:Process	propagated_from_hypernym	from oewn-00649582-v[propagated_from_hypernym]	poll	poll|canvass	get the opinions (of people) by asking specific questions	oewn-00649582-v
oewn-02459970-v	dul:Action	propagated_from_hypernym	from oewn-02464179-v[propagated_from_hypernym]	circularize	circularize	canvass by using a questionnaire	oewn-02464179-v
oewn-02460071-v	dul:Process	propagated_from_hypernym	from oewn-02459761-v[propagated_from_hypernym]	circularize	circularize|circularise	canvass by distributing letters	oewn-02459761-v
oewn-02460257-v	dul:Action	propagated_from_hypernym	from oewn-02215637-v[tier1_derivation]	poll	poll	get the votes of	oewn-02215637-v
oewn-02460361-v	dul:Action	tier1_derivation	deriv→oewn-00826469-n(marker='the activity of')	patrol	patrol|police	maintain the security of by carrying out a patrol	oewn-02461453-v
oewn-02460581-v	dul:Action	propagated_from_hypernym	from oewn-02461453-v[propagated_from_hypernym]	stand guard	stand guard|stand watch|keep guard|stand sentinel	watch over so as to protect	oewn-02461453-v
oewn-02460829-v	dul:Action	tier1_derivation	deriv→oewn-00881437-n(marker='the act of')|deriv→oewn-05711376-n(marker='the act of')	watch	watch|observe|follow|watch over|keep an eye on	follow with the eyes or the mind	oewn-00663742-v
oewn-02461283-v	dul:Action	propagated_from_hypernym	from oewn-02460829-v[tier1_derivation]	keep tabs on	keep tabs on	keep a record on or watch attentively	oewn-02460829-v
oewn-02461453-v	dul:Action	propagated_from_hypernym	from oewn-02460829-v[tier1_derivation]	guard	guard	to keep watch over	oewn-02460829-v
oewn-02461692-v	dul:Action	propagated_from_hypernym	from oewn-02461453-v[propagated_from_hypernym]	baby-sit	baby-sit|sit|babysit	work or act as a baby-sitter	oewn-02461453-v
oewn-02461925-v	dul:Action	propagated_from_hypernym	from oewn-01547474-v[propagated_from_hypernym]	bury	bury|entomb|inhume|inter|lay to rest	place in a grave or tomb	oewn-01547474-v
oewn-02462283-v	dul:Action	tier1_derivation	deriv→oewn-01052687-n(marker='the act of')	rebury	rebury	bury again	oewn-01547474-v
oewn-02462490-v	dul:Action	tier1_derivation	deriv→oewn-00045638-n(marker='the act of')|deriv→oewn-00045638-n(marker='the act of')	disinter	disinter|exhume	dig up for reburial or for medical investigation; of dead bodies	oewn-01316583-v
oewn-02462665-v	dul:Action	propagated_from_hypernym	from oewn-00688348-v[tier2_indirect]	respect	respect|honor|honour|abide by|observe	show respect towards	oewn-00688348-v
oewn-02463017-v	dul:Action	propagated_from_hypernym	from oewn-02462665-v[propagated_from_hypernym]	tolerate	tolerate	recognize and respect (rights and beliefs of others)	oewn-02462665-v
oewn-02463257-v	dul:State	propagated_from_hypernym	from oewn-02463535-v[propagated_from_hypernym]	disrespect	disrespect	show a lack of respect for	oewn-02463535-v
oewn-02463449-v	dul:State	propagated_from_hypernym	from oewn-02463535-v[propagated_from_hypernym]	mesh	mesh	work together in harmony	oewn-02463535-v
oewn-02463535-v	dul:State	propagated_from_hypernym	from oewn-02382049-v[propagated_from_hypernym]	relate	relate	have or establish a relationship to	oewn-02382049-v
oewn-02463837-v	dul:State	propagated_from_hypernym	from oewn-02463535-v[propagated_from_hypernym]	take back	take back	resume a relationship with someone after an interruption, as in a wife taking back her husband	oewn-02463535-v
oewn-02463998-v	dul:State	propagated_from_hypernym	from oewn-02463535-v[propagated_from_hypernym]	get along with	get along with|get on with|get on|get along|hit it off	have smooth relations	oewn-02463535-v
oewn-02464179-v	dul:Action	propagated_from_hypernym	from oewn-00784104-v[propagated_from_hypernym]	canvass	canvass	solicit votes from potential voters in an electoral campaign	oewn-00784104-v
oewn-02464366-v	dul:Action	propagated_from_hypernym	from oewn-00784104-v[propagated_from_hypernym]	lobby	lobby|buttonhole	detain in conversation by or as if by holding on to the outer garments of; as for political or economic favors	oewn-00784104-v
oewn-02464596-v	dul:Action	propagated_from_hypernym	from oewn-02662486-v[propagated_from_hypernym]	house	house|put up|domiciliate	provide someone with accommodation	oewn-02662486-v
oewn-02464955-v	dul:Action	propagated_from_hypernym	from oewn-02464596-v[propagated_from_hypernym]	rehouse	rehouse	put up in a new or different housing	oewn-02464596-v
oewn-02465056-v	dul:Action	propagated_from_hypernym	from oewn-02464596-v[propagated_from_hypernym]	home	home	provide with, or send to, a home	oewn-02464596-v
oewn-02465222-v	dul:Action	propagated_from_hypernym	from oewn-02662486-v[propagated_from_hypernym]	kennel	kennel	put up in a kennel	oewn-02662486-v
oewn-02465338-v	dul:Action	propagated_from_hypernym	from oewn-02662486-v[propagated_from_hypernym]	stable	stable	shelter in a stable	oewn-02662486-v
oewn-02465493-v	dul:Action	propagated_from_hypernym	from oewn-02662486-v[propagated_from_hypernym]	stall	stall	put into, or keep in, a stall	oewn-02662486-v
oewn-02465622-v	dul:Action	tier1_derivation	deriv→oewn-01113280-n(marker='the act of')	rent	rent|lease	let for money	oewn-00890307-v
oewn-02465906-v	dul:Action	propagated_from_hypernym	from oewn-02655932-v[tier1_derivation]	tenant	tenant	occupy as a tenant	oewn-02655932-v
oewn-02466042-v	dul:Action	propagated_from_hypernym	from oewn-00890307-v[propagated_from_hypernym]	rent	rent|hire|charter|lease	hold under a lease or rental agreement; of goods and services	oewn-00890307-v
oewn-02466306-v	dul:State	propagated_from_hypernym	from oewn-02415985-v[propagated_from_hypernym]	subcontract	subcontract	work under a subcontract; engage in a subcontract	oewn-02415985-v
oewn-02466486-v	dul:Action	propagated_from_hypernym	from oewn-02414542-v[tier1_derivation]	subcontract	subcontract|farm out|job	arranged for contracted work to be done by others	oewn-02414542-v
oewn-02466737-v	dul:Action	propagated_from_hypernym	from oewn-00676526-v[tier1_derivation]	vote	vote	express one's preference for a candidate or for a measure or resolution; cast a vote	oewn-00676526-v
oewn-02467230-v	dul:Action	propagated_from_hypernym	from oewn-02466737-v[propagated_from_hypernym]	write in	write in	cast a vote by inserting a name that does not appear on the ballot	oewn-02466737-v
oewn-02467453-v	dul:Action	propagated_from_hypernym	from oewn-02466737-v[propagated_from_hypernym]	turn thumbs down	turn thumbs down|vote down	vote against	oewn-02466737-v
oewn-02467624-v	dul:Action	propagated_from_hypernym	from oewn-02467809-v[propagated_from_hypernym]	vote	vote	bring into existence or make available by vote	oewn-02467809-v
oewn-02467809-v	dul:Action	propagated_from_hypernym	from oewn-01063503-v[propagated_from_hypernym]	vote	vote	express a choice or opinion	oewn-01063503-v
oewn-02468003-v	dul:Action	propagated_from_hypernym	from oewn-01063503-v[propagated_from_hypernym]	vote	vote	express one's choice or preference by vote	oewn-01063503-v
oewn-02468281-v	dul:Action	propagated_from_hypernym	from oewn-02468003-v[propagated_from_hypernym]	bullet vote	bullet vote	vote cumulatively and distribute the votes according to some principle	oewn-02468003-v
oewn-02468420-v	dul:Action	propagated_from_hypernym	from oewn-02466737-v[propagated_from_hypernym]	outvote	outvote	defeat by a majority of votes	oewn-02466737-v
oewn-02468564-v	dul:Action	propagated_from_hypernym	from oewn-02466737-v[propagated_from_hypernym]	ballot	ballot	vote by ballot	oewn-02466737-v
oewn-02468721-v	dul:Action	propagated_from_hypernym	from oewn-02466737-v[propagated_from_hypernym]	poll	poll	vote in an election at a polling station	oewn-02466737-v
oewn-02468849-v	dul:State	propagated_from_hypernym	from oewn-02731589-v[tier2_indirect]	abstain	abstain	refrain from voting	oewn-02731589-v
oewn-02468933-v	dul:State	propagated_from_hypernym	from oewn-02731589-v[tier2_indirect]	avoid	avoid	refrain from doing something	oewn-02731589-v
oewn-02469127-v	dul:State	propagated_from_hypernym	from oewn-02468933-v[propagated_from_hypernym]	fiddle	fiddle|shirk|shrink from|goldbrick	avoid (one's assigned duties)	oewn-02468933-v
oewn-02469413-v	dul:State	propagated_from_hypernym	from oewn-02469127-v[propagated_from_hypernym]	scrimshank	scrimshank	avoid work	oewn-02469127-v
oewn-02469555-v	dul:State	propagated_from_hypernym	from oewn-02469127-v[propagated_from_hypernym]	malinger	malinger|skulk	avoid responsibilities and duties, e.g., by pretending to be ill	oewn-02469127-v
oewn-02469765-v	dul:State	propagated_from_hypernym	from oewn-02469127-v[propagated_from_hypernym]	slack	slack	avoid responsibilities and work, be idle	oewn-02469127-v
oewn-02469904-v	dul:State	propagated_from_hypernym	from oewn-02415985-v[propagated_from_hypernym]	turn a trick	turn a trick	have a customer, of a prostitute	oewn-02415985-v
oewn-02470006-v	dul:State	propagated_from_hypernym	from oewn-02731589-v[tier2_indirect]	spare	spare|save	refrain from harming	oewn-02731589-v
oewn-02470148-v	dul:State	propagated_from_hypernym	from oewn-02470006-v[propagated_from_hypernym]	favor	favor|favour	treat gently or carefully	oewn-02470006-v
oewn-02470289-v	dul:Action	propagated_from_hypernym	from oewn-02484290-v[tier1_derivation]	sign	sign|ratify	approve and express assent, responsibility, or obligation	oewn-02484290-v
oewn-02470568-v	dul:Action	propagated_from_hypernym	from oewn-02484290-v[tier1_derivation]	co-sign	co-sign|cosign	sign jointly	oewn-02484290-v
oewn-02470720-v	dul:Action	tier1_derivation	deriv→oewn-00155714-n(marker='the act of')	probate	probate	establish the legal validity of (wills and other documents)	oewn-02484290-v
oewn-02470917-v	dul:Action	propagated_from_hypernym	from oewn-02471081-v[tier1_derivation]	boycott	boycott	refuse to sponsor; refuse to do business with	oewn-02471081-v
oewn-02471081-v	dul:Action	tier1_derivation	deriv→oewn-00208283-n(marker='the act of')|deriv→oewn-14451037-n(marker='the state of')	ostracize	ostracize|ostracise	avoid speaking to or dealing with	oewn-02454205-v
oewn-02471362-v	dul:Action	propagated_from_hypernym	from oewn-02407967-v[tier2_indirect]	dismiss	dismiss|send packing|send away|drop	stop associating with	oewn-02407967-v
oewn-02471557-v	dul:Action	propagated_from_hypernym	from oewn-02561834-v[tier1_derivation]	patronize	patronize|patronise|shop|shop at|buy at|frequent|sponsor	do one's shopping at; do business with; be a customer or client of	oewn-02561834-v
oewn-02471919-v	dul:Action	propagated_from_hypernym	from oewn-02563025-v[tier1_derivation]	filibuster	filibuster	obstruct deliberately by delaying	oewn-02563025-v
oewn-02472093-v	dul:Action	tier1_derivation	deriv→oewn-01128014-n(marker='the act of')	legislate	legislate|pass	make laws, bills, etc. or bring into effect by legislation	oewn-02432763-v
oewn-02472426-v	dul:Action	tier1_derivation	deriv→oewn-00356517-n(marker='the act of')|deriv→oewn-00356517-n(marker='the act of')	liberalize	liberalize|liberalise	make liberal or more liberal, of laws and rules	oewn-00126072-v
oewn-02472626-v	dul:Action	tier1_derivation	deriv→oewn-00356517-n(marker='the act of')|deriv→oewn-00356517-n(marker='the act of')	liberalize	liberalize|liberalise	become more liberal	oewn-00109468-v
oewn-02472822-v	dul:Action	propagated_from_hypernym	from oewn-02472426-v[tier1_derivation]	decontrol	decontrol	relax or remove controls of	oewn-02472426-v
oewn-02472939-v	dul:State	propagated_from_hypernym	from oewn-01560556-v[propagated_from_hypernym]	gerrymander	gerrymander	divide unfairly and to one's advantage; of voting districts	oewn-01560556-v
oewn-02473085-v	dul:Action	tier2_indirect	peer=oewn-02475258-v(dul:Action)	divide	divide|split|split up|separate|dissever|carve up	separate into parts or portions	oewn-00139943-v
oewn-02473684-v	dul:Action	tier1_derivation	deriv→oewn-00398761-n(marker='the act of')|deriv→oewn-00398761-n(marker='the act of')	sectionalize	sectionalize|sectionalise	divide into sections, especially into geographic sections	oewn-02473085-v
oewn-02473888-v	dul:Process	propagated_from_hypernym	from oewn-02517971-v[propagated_from_hypernym]	hive off	hive off	remove from a group and make separate	oewn-02517971-v
oewn-02474041-v	dul:Action	propagated_from_hypernym	from oewn-02473085-v[tier2_indirect]	triangulate	triangulate	divide into triangles or give a triangular form to	oewn-02473085-v
oewn-02474216-v	dul:Action	propagated_from_hypernym	from oewn-02473085-v[tier2_indirect]	unitize	unitize|unitise	divide (bulk material) and process as units	oewn-02473085-v
oewn-02474388-v	dul:Action	propagated_from_hypernym	from oewn-02473085-v[tier2_indirect]	lot	lot	divide into lots, as of land, for example	oewn-02473085-v
oewn-02474508-v	dul:Action	tier1_derivation	deriv→oewn-01085569-n(marker='the act of')|deriv→oewn-01085569-n(marker='the act of')	parcel	parcel	divide into parts	oewn-02473085-v
oewn-02474697-v	dul:Action	tier1_derivation	deriv→oewn-00377977-n(marker='the act of')	sliver	sliver|splinter	divide into slivers or splinters	oewn-02473085-v
oewn-02474866-v	dul:Action	propagated_from_hypernym	from oewn-02473085-v[tier2_indirect]	paragraph	paragraph	divide into paragraphs, as of text	oewn-02473085-v
oewn-02475019-v	dul:Action	propagated_from_hypernym	from oewn-02473085-v[tier2_indirect]	canton	canton	divide into cantons, of a country	oewn-02473085-v
oewn-02475134-v	dul:Action	propagated_from_hypernym	from oewn-02473085-v[tier2_indirect]	Balkanize	Balkanize|Balkanise	divide a territory into small, hostile states	oewn-02473085-v
oewn-02475258-v	dul:Action	tier1_derivation	deriv→oewn-00382488-n(marker='the act of')	unite	unite|unify	act in concert or unite in a common purpose or belief	oewn-02439823-v
oewn-02475598-v	dul:Action	tier1_derivation	deriv→oewn-01083552-n(marker='the act of')	consociate	consociate|associate	bring or come into association or action	oewn-02475258-v
oewn-02475941-v	dul:Action	propagated_from_hypernym	from oewn-02475598-v[tier1_derivation]	walk	walk	be or act in association with	oewn-02475598-v
oewn-02476108-v	dul:State	tier1_derivation	deriv→oewn-14442226-n(marker='the state of')|deriv→oewn-01083380-n(marker='the act of')	band together	band together|confederate	form a group or unite	oewn-02475258-v
oewn-02476316-v	dul:Action	tier1_derivation	deriv→oewn-00383282-n(marker='the act of')|deriv→oewn-00383282-n(marker='the act of')	reunify	reunify|reunite	unify again, as of a country	oewn-02475258-v
oewn-02476510-v	dul:Action	propagated_from_hypernym	from oewn-02476750-v[tier1_derivation]	register	register	enroll to vote	oewn-02476750-v
oewn-02476626-v	dul:Action	propagated_from_hypernym	from oewn-02476750-v[tier1_derivation]	matriculate	matriculate	enroll as a student	oewn-02476750-v
oewn-02476750-v	dul:Action	tier1_derivation	deriv→oewn-00050857-n(marker='the act of')|deriv→oewn-00050857-n(marker='the act of')	enroll	enroll|inscribe|enter|enrol|recruit|raise	register formally as a participant or member	oewn-02477113-v
oewn-02477113-v	dul:Action	tier1_derivation	deriv→oewn-00050857-n(marker='the act of')	register	register	record in writing; enter into a book of names or events or transactions	oewn-01002259-v
oewn-02477456-v	dul:Action	propagated_from_hypernym	from oewn-01096497-v[propagated_from_hypernym]	cross-file	cross-file|register	have one's name listed as a candidate for several parties	oewn-01096497-v
oewn-02477646-v	dul:Action	tier1_derivation	deriv→oewn-01013108-n(marker='the act of')	list	list	include in a list	oewn-02477113-v
oewn-02477918-v	dul:Action	propagated_from_hypernym	from oewn-02477646-v[tier1_derivation]	inventory	inventory|take stock|stock-take	make or include in an itemized record or report	oewn-02477646-v
oewn-02478126-v	dul:Action	propagated_from_hypernym	from oewn-02477646-v[tier1_derivation]	empanel	empanel|impanel	enter into a list of prospective jurors	oewn-02477646-v
oewn-02478240-v	dul:Action	propagated_from_hypernym	from oewn-02477646-v[tier1_derivation]	index	index	list in an index	oewn-02477646-v
oewn-02478381-v	dul:Action	propagated_from_hypernym	from oewn-02478240-v[propagated_from_hypernym]	cross-index	cross-index	make an index that refers from one point to the next	oewn-02478240-v
oewn-02478566-v	dul:Action	propagated_from_hypernym	from oewn-02477646-v[tier1_derivation]	blacklist	blacklist	put on a blacklist so as to banish or cause to be boycotted	oewn-02477646-v
oewn-02478754-v	dul:Action	propagated_from_hypernym	from oewn-02477646-v[tier1_derivation]	post	post	enter on a public list	oewn-02477646-v
oewn-02478854-v	dul:Action	propagated_from_hypernym	from oewn-00778104-v[propagated_from_hypernym]	veto	veto|blackball|negative	vote against; refuse to endorse; refuse to assent	oewn-00778104-v
oewn-02479111-v	dul:Action	propagated_from_hypernym	from oewn-02478854-v[propagated_from_hypernym]	kill	kill|shoot down|defeat|vote down|vote out	thwart the passage of	oewn-02478854-v
oewn-02479313-v	dul:Action	propagated_from_hypernym	from oewn-00676526-v[tier1_derivation]	vote	vote	be guided by in voting	oewn-00676526-v
oewn-02479404-v	dul:Action	tier1_derivation	deriv→oewn-01140991-n(marker='the act of')|deriv→oewn-01140991-n(marker='the act of')	empower	empower|authorise|authorize	give or delegate power or authority to	oewn-02481345-v
oewn-02479662-v	dul:Action	propagated_from_hypernym	from oewn-00513958-v[propagated_from_hypernym]	endow	endow|indue|gift|empower|invest|endue	give qualities or abilities to	oewn-00513958-v
oewn-02479869-v	dul:Action	propagated_from_hypernym	from oewn-02479662-v[propagated_from_hypernym]	cover	cover	invest with a large or excessive amount of something	oewn-02479662-v
oewn-02480026-v	dul:Action	propagated_from_hypernym	from oewn-02480203-v[propagated_from_hypernym]	confirm	confirm	administer the rite of confirmation to	oewn-02480203-v
oewn-02480203-v	dul:Action	propagated_from_hypernym	from oewn-00886061-v[propagated_from_hypernym]	covenant	covenant	enter into a covenant	oewn-00886061-v
oewn-02480381-v	dul:Action	propagated_from_hypernym	from oewn-02480203-v[propagated_from_hypernym]	bar mitzvah	bar mitzvah	confirm in the bar mitzvah ceremony, of boys in the Jewish faith	oewn-02480203-v
oewn-02480532-v	dul:Action	propagated_from_hypernym	from oewn-02480203-v[propagated_from_hypernym]	bat mitzvah	bat mitzvah	confirm in the bat mitzvah ceremony, of girls in the Jewish faith	oewn-02480203-v
oewn-02480684-v	dul:Action	tier1_derivation	deriv→oewn-01142792-n(marker='the act of')	commission	commission	charge with a task	oewn-00804987-v
oewn-02480824-v	dul:State	tier1_derivation	deriv→oewn-14032759-n(marker='the state of')	commission	commission	put into commission; equip for service; of ships	oewn-02344409-v
oewn-02480958-v	dul:Action	tier1_derivation	deriv→oewn-01142514-n(marker='the act of')	accredit	accredit|recognize|recognise	grant credentials to	oewn-02449527-v
oewn-02481195-v	dul:State	propagated_from_hypernym	from oewn-02481345-v[propagated_from_hypernym]	accredit	accredit	provide or send (envoys or ambassadors) with official credentials	oewn-02481345-v
oewn-02481345-v	dul:State	propagated_from_hypernym	from oewn-02372362-v[tier1_derivation]	appoint	appoint|charge	assign a duty, responsibility or obligation to	oewn-02372362-v
oewn-02481808-v	dul:State	propagated_from_hypernym	from oewn-02481345-v[propagated_from_hypernym]	create	create	invest with a new title, office, or rank	oewn-02481345-v
oewn-02481941-v	dul:Action	propagated_from_hypernym	from oewn-00808164-v[tier2_indirect]	confirm	confirm	support a person for a position	oewn-00808164-v
oewn-02482154-v	dul:Action	propagated_from_hypernym	from oewn-02390514-v[propagated_from_hypernym]	defrock	defrock|unfrock	divest of the frock; of church officials	oewn-02390514-v
oewn-02482269-v	dul:Action	tier1_derivation	deriv→oewn-01142350-n(marker='the act of')	disenfranchise	disenfranchise|disfranchise	deprive of voting rights	oewn-02318230-v
oewn-02482434-v	dul:Action	tier2_indirect	peer=oewn-02482269-v(dul:Action)	enfranchise	enfranchise	grant voting rights	oewn-02260076-v
oewn-02482558-v	dul:Action	propagated_from_hypernym	from oewn-02502711-v[tier1_derivation]	affranchise	affranchise|enfranchise	grant freedom to; as from slavery or servitude	oewn-02502711-v
oewn-02482757-v	dul:Action	tier1_derivation	deriv→oewn-00233253-n(marker='the act of')	cancel	cancel|strike down	declare null and void; make ineffective	oewn-00824028-v
oewn-02483078-v	dul:Action	tier1_derivation	deriv→oewn-00233471-n(marker='the act of')	write off	write off	cancel (a debt)	oewn-02482757-v
oewn-02483178-v	dul:Action	tier1_derivation	deriv→oewn-00233253-n(marker='the act of')	cancel	cancel|call off|scratch|scrub	postpone indefinitely or annul something that was scheduled	oewn-02648898-v
oewn-02483482-v	dul:Action	tier1_derivation	deriv→oewn-00232434-n(marker='the act of')|deriv→oewn-14479148-n(marker='the state of')	invalidate	invalidate|annul|quash|void|avoid|nullify	declare invalid	oewn-02482757-v
oewn-02483910-v	dul:Action	propagated_from_hypernym	from oewn-02483482-v[tier1_derivation]	set aside	set aside	annul (a legal decision)	oewn-02483482-v
oewn-02484058-v	dul:Action	propagated_from_hypernym	from oewn-02483482-v[tier1_derivation]	break	break	invalidate by judicial action	oewn-02483482-v
oewn-02484173-v	dul:Action	tier1_derivation	deriv→oewn-00232754-n(marker='the act of')	abrogate	abrogate	revoke formally	oewn-02432181-v
oewn-02484290-v	dul:Action	tier1_derivation	deriv→oewn-01011579-n(marker='the act of')|deriv→oewn-01011579-n(marker='the act of')	validate	validate|formalize|formalise	declare or make legally valid	oewn-00804987-v
oewn-02484525-v	dul:Action	tier1_derivation	deriv→oewn-01011579-n(marker='the act of')|deriv→oewn-01011579-n(marker='the act of')	formalize	formalize|formalise	make formal or official	oewn-00824028-v
oewn-02484743-v	dul:Action	tier1_derivation	deriv→oewn-01141321-n(marker='the act of')	sanction	sanction	give authority or permission to	oewn-02479404-v
oewn-02484912-v	dul:Action	tier1_derivation	deriv→oewn-01059124-n(marker='the activity of')|deriv→oewn-01062158-n(marker='the act of')|deriv→oewn-01062158-n(marker='the act of')	issue	issue|supply	circulate or distribute or equip with	oewn-02485579-v
oewn-02485290-v	dul:Action	propagated_from_hypernym	from oewn-02484912-v[tier1_derivation]	reissue	reissue	issue (a new version of)	oewn-02484912-v
oewn-02485442-v	dul:Action	propagated_from_hypernym	from oewn-02485579-v[propagated_from_hypernym]	reticulate	reticulate	distribute by a network, as of water or electricity	oewn-02485579-v
oewn-02485579-v	dul:Action	propagated_from_hypernym	from oewn-02225243-v[propagated_from_hypernym]	distribute	distribute	release a publication	oewn-02225243-v
oewn-02485805-v	dul:Action	tier2_indirect	peer=oewn-02484912-v(dul:Action)	recall	recall	make unavailable; bar from sale or distribution	oewn-02482757-v
oewn-02486037-v	dul:Action	propagated_from_hypernym	from oewn-02485805-v[tier2_indirect]	retire	retire	withdraw from circulation or from the market, as of bills, shares, and bonds	oewn-02485805-v
oewn-02486177-v	dul:Action	tier1_derivation	deriv→oewn-00207628-n(marker='the act of')	disbar	disbar	remove from the bar; expel from the practice of law by official action	oewn-00974640-v
oewn-02486392-v	dul:Action	propagated_from_hypernym	from oewn-00747485-v[tier1_derivation]	commission	commission	place an order for	oewn-00747485-v
oewn-02486512-v	dul:Action	tier2_indirect	peer=oewn-02487025-v(dul:Action)	outlaw	outlaw|criminalize|criminalise|illegalize|illegalise	declare illegal; outlaw	oewn-00797525-v
oewn-02486820-v	dul:Action	propagated_from_hypernym	from oewn-02487025-v[tier1_derivation]	monetize	monetize|monetise	give legal value to or establish as the legal tender of a country	oewn-02487025-v
oewn-02487025-v	dul:Action	tier1_derivation	deriv→oewn-01197870-n(marker='the act of')|deriv→oewn-01197870-n(marker='the act of')|deriv→oewn-01197870-n(marker='the act of')	legalize	legalize|legalise|decriminalize|decriminalise|legitimize|legitimise|legitimate|legitimatize|legitimatise	make legal	oewn-00803980-v
oewn-02487408-v	dul:Action	propagated_from_hypernym	from oewn-00803980-v[tier1_derivation]	trust	trust	allow without fear	oewn-00803980-v
