oewn_id	primary_lemma	all_lemmas	pos	current_class	current_tier	current_provenance	rules_triggered	top_proposal	rule_proposals	rationale	gloss	examples	hypernyms	troponym_count	confidence_score	decision
oewn-02693093-v	roll	roll|undulate	v	dul:State	propagated_from_hypernym	from oewn-02618403-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	occur in soft rounded shapes	The hills rolled past	oewn-02618403-v	0	1	
oewn-00012847-v	romanticize	romanticize	v	dul:State	propagated_from_hypernym	from oewn-00010428-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	act in a romantic way		oewn-00010428-v	0	1	
oewn-00416560-v	roost	roost	v	dul:Action	propagated_from_hypernym	from oewn-00416323-v[propagated_from_hypernym]	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	settle down or stay, as if on a roost		oewn-00416323-v	0	1	
oewn-01098716-v	rotate	rotate	v	dul:State	propagated_from_hypernym	from oewn-01097629-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	perform a job or duty on a rotating basis	Interns have to rotate for a few months	oewn-01097629-v	0	1	
oewn-00605742-v	roughhouse	roughhouse	v	dul:State	propagated_from_hypernym	from oewn-02423786-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	engage in rough or disorderly play		oewn-02423786-v	0	1	
oewn-00172394-v	round out	round out|fill out	v	dul:Action	propagated_from_hypernym	from oewn-00171599-v[tier2_indirect]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	make bigger or better or more complete		oewn-00171599-v	0	1	
oewn-01111362-v	rout	rout|rout out|expel	v	dul:State	propagated_from_hypernym	from oewn-01110559-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	cause to flee	rout out the fighters from their caves	oewn-01110559-v	0	1	
oewn-02179727-v	ruckle	ruckle	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a hoarse, rattling sound		oewn-02179501-v	0	1	
oewn-02191766-v	rumble	rumble|grumble	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a low noise	rumbling thunder	oewn-02180712-v	0	1	
oewn-02618269-v	run	run	v	dul:State	propagated_from_hypernym	from oewn-02618403-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	occur persistently	Musical talent runs in the family	oewn-02618403-v	0	1	
oewn-02654212-v	run	run|run for	v	dul:Event	tier3_default_event	gloss	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	extend or continue for a certain period of time	The film runs 5 hours	oewn-02710788-v	0	1	
oewn-02690077-v	run on	run on|keep going	v	dul:Action	propagated_from_hypernym	from oewn-02690747-v[tier1_derivation]	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	continue uninterrupted	The disease will run on unchecked | The party kept going until 4 A.M.	oewn-02690747-v	0	1	
oewn-02187108-v	rustle	rustle	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a dry crackling sound	rustling silk | the dry leaves were rustling in the breeze	oewn-02180712-v	0	1	
oewn-01817360-v	sadden	sadden	v	dul:Action	propagated_from_hypernym	from oewn-01775456-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	come to feel sad		oewn-01775456-v	0	1	
oewn-01989771-v	sag	sag|sag down	v	dul:State	propagated_from_hypernym	from oewn-01989937-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	cause to sag	The children sagged their bottoms down even more comfortably	oewn-01989937-v	0	1	
oewn-00102545-v	salivate	salivate	v	dul:State	propagated_from_hypernym	from oewn-00010234-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	produce saliva	We salivated when he described the great meal	oewn-00010234-v	1	1	
oewn-00222390-v	sandbag	sandbag	v	dul:State	propagated_from_hypernym	from oewn-00220887-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	protect or strengthen with sandbags; stop up	The residents sandbagged the beach front	oewn-00220887-v	0	1	
oewn-02374122-v	satisfice	satisfice|satisfise	v	dul:State	propagated_from_hypernym	from oewn-02372362-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	decide on and pursue a course of action satisfying the minimum requirements to achieve a goal	optimization requires processes that are more complex than those needed to merely satisfice	oewn-02372362-v	0	1	
oewn-02270824-v	save	save|lay aside|save up	v	dul:Action	propagated_from_hypernym	from oewn-02309962-v[tier1_derivation]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	accumulate money for future use	He saves half his salary	oewn-02309962-v	1	1	
oewn-02003114-v	scale	scale|surmount	v	dul:State	propagated_from_hypernym	from oewn-02024442-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	reach the highest point of	We scaled the Mont Blanc	oewn-02024442-v	0	1	
oewn-00796643-v	schedule	schedule	v	dul:Process	propagated_from_hypernym	from oewn-00706456-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a schedule; plan the time and place for events	I scheduled an exam for this afternoon	oewn-00706456-v	2	1	
oewn-02177780-v	scream	scream	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a loud, piercing sound	Fighter planes are screaming through the skies	oewn-02177332-v	0	1	
oewn-00486078-v	see through	see through	v	dul:Action	propagated_from_hypernym	from oewn-00485097-v[tier1_derivation]	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	remain with until completion	I must see the job through	oewn-00485097-v	0	1	
oewn-02245263-v	seek	seek	v	dul:Action	propagated_from_hypernym	from oewn-01829179-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	try to get or reach	seek a position | seek an education | seek happiness	oewn-01829179-v	3	1	
oewn-02627934-v	separate	separate|divide	v	dul:State	propagated_from_hypernym	from oewn-02531113-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	act as a barrier between; stand between	The mountain range divides the two countries	oewn-02531113-v	0	1	
oewn-00580444-v	sequester	sequester	v	dul:State	propagated_from_hypernym	from oewn-00109468-v[propagated_from_hypernym]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	undergo sequestration by forming a stable compound with an ion	The cations were sequestered	oewn-00109468-v	0	1	
oewn-01632091-v	set	set	v	dul:Action	propagated_from_hypernym	from oewn-01631641-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	apply or start	set fire to a building	oewn-01631641-v	0	1	
oewn-02444146-v	set about	set about|go about|approach	v	dul:State	propagated_from_hypernym	from oewn-02372362-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	begin to deal with	approach a task | go about a difficult problem | approach a new project	oewn-02372362-v	1	1	
oewn-01665366-v	set up	set up	v	dul:Action	propagated_from_hypernym	from oewn-01654986-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:2	begin, or enable someone else to begin, a venture by providing the means, logistics, etc.	set up an election	oewn-01654986-v	0	1	
oewn-00540418-v	settle	settle	v	dul:Action	propagated_from_hypernym	from oewn-00171865-v[tier1_derivation]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	establish or develop as a residence	He settled the farm 200 years ago | This land was settled by Germans	oewn-00171865-v	0	1	
oewn-00766077-v	settle	settle	v	dul:State	propagated_from_hypernym	from oewn-00807038-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	end a legal dispute by arriving at a settlement	The two parties finally settled	oewn-00807038-v	0	1	
oewn-00799753-v	settle	settle	v	dul:Action	propagated_from_hypernym	from oewn-00799359-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	accept despite lack of complete satisfaction	We settled for a lower price	oewn-00799359-v	0	1	
oewn-02259066-v	settle	settle	v	dul:State	propagated_from_hypernym	from oewn-01023638-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	dispose of; make a financial settlement		oewn-01023638-v	6	1	
oewn-02127640-v	shoot	shoot	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	cause a sharp and sudden pain in	The pain shot up her leg	oewn-02126629-v	0	1	
oewn-01088960-v	show	show	v	dul:Action	propagated_from_hypernym	from oewn-01088514-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	finish third or better in a horse or dog race	he bet $2 on number six to show	oewn-01088514-v	0	1	
oewn-00813811-v	shun	shun|eschew	v	dul:Action	propagated_from_hypernym	from oewn-00813037-v[propagated_from_hypernym]	R2	dul:State	R2:dul:State	R2=dul:State_signals:2	avoid and stay away from deliberately; stay clear of		oewn-00813037-v	1	1	
oewn-01914673-v	shy	shy	v	dul:State	propagated_from_hypernym	from oewn-01914366-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	start suddenly, as from fright		oewn-01914366-v	0	1	
oewn-00325032-v	simmer	simmer	v	dul:State	propagated_from_hypernym	from oewn-00328938-v[propagated_from_hypernym]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	boil slowly at low temperature	simmer the sauce | simmering water	oewn-00328938-v	0	1	
oewn-00672097-v	sit out	sit out	v	dul:Action	propagated_from_hypernym	from oewn-00670017-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	endure to the end		oewn-00670017-v	0	1	
oewn-00864255-v	sizzle	sizzle	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a sound like frying fat		oewn-02177332-v	0	1	
oewn-02182290-v	skirl	skirl	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a shrill, wailing sound	skirling bagpipes	oewn-02180712-v	0	1	
oewn-01972052-v	sky dive	sky dive|skydive	v	dul:Event	propagated_from_hypernym	from oewn-01972282-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	jump from an airplane and perform various maneuvers before opening one's parachute		oewn-01972282-v	0	1	
oewn-00215050-v	slack	slack|slake	v	dul:Process	propagated_from_hypernym	from oewn-00214446-v[tier1_derivation]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	cause to heat and crumble by treatment with water	slack lime	oewn-00214446-v	1	1	
oewn-02698400-v	slant	slant	v	dul:Event	tier3_default_event	gloss	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	lie obliquely	A scar slanted across his face	oewn-02696550-v	0	1	
oewn-02658824-v	sleep over	sleep over|stay over	v	dul:Action	propagated_from_hypernym	from oewn-02658589-v[tier1_derivation]	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	stay overnight	The boy's friends were allowed to sleep over after the birthday party	oewn-02658589-v	0	1	
oewn-01604468-v	sling	sling	v	dul:Action	propagated_from_hypernym	from oewn-01604155-v[tier1_derivation]	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	hold or carry in a sling	he cannot button his shirt with his slinged arm	oewn-01604155-v	0	1	
oewn-00378240-v	smolder	smolder|smoulder	v	dul:State	propagated_from_hypernym	from oewn-00377673-v[propagated_from_hypernym]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	burn slowly and without a flame	a smoldering fire	oewn-00377673-v	0	1	
oewn-01428360-v	smooch	smooch|spoon	v	dul:Event	propagated_from_hypernym	from oewn-01428804-v[propagated_from_hypernym]	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	snuggle and lie in a position where one person faces the back of the others		oewn-01428804-v	0	1	
oewn-00918473-v	snarl	snarl	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a snarling noise or move with a snarling noise	Bullets snarled past us	oewn-02180712-v	0	1	
oewn-00158192-v	snowball	snowball	v	dul:Action	propagated_from_hypernym	from oewn-00156409-v[tier1_derivation]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	increase or accumulate at a rapidly accelerating rate		oewn-00156409-v	0	1	
oewn-02585332-v	solemnize	solemnize|solemnise	v	dul:State	propagated_from_hypernym	from oewn-02584595-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	observe or perform with dignity or gravity	The King solemnized this day of mourning	oewn-02584595-v	0	1	
oewn-00447469-v	solvate	solvate	v	dul:State	propagated_from_hypernym	from oewn-00145958-v[propagated_from_hypernym]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	undergo solvation or convert into a solvate		oewn-00145958-v	0	1	
oewn-00383946-v	sorcerize	sorcerize|sorcerise	v	dul:Action	propagated_from_hypernym	from oewn-00383306-v[tier1_derivation]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	transform or change by means of sorcery		oewn-00383306-v	0	1	
oewn-01048687-v	sough	sough|purl	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a murmuring sound	the water was purling	oewn-02177332-v	0	1	
oewn-01654652-v	sound off	sound off|strike up	v	dul:Action	propagated_from_hypernym	from oewn-01728928-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	start playing	The musicians struck up a tune	oewn-01728928-v	0	1	
oewn-90009941-v	spaz	spaz	v	dul:State	propagated_from_hypernym	from oewn-00010428-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	to act insanely		oewn-00010428-v	0	1	
oewn-00119074-v	speciate	speciate|differentiate|specialize|specialise	v	dul:Action	propagated_from_hypernym	from oewn-00251950-v[propagated_from_hypernym]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:2	evolve so as to lead to a new species or develop in a way most suited to the environment		oewn-00251950-v	0	1	
oewn-02191314-v	splash	splash|splosh|slosh|slush	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a splashing sound	water was splashing on the floor	oewn-02180712-v	0	1	
oewn-01546208-v	sprawl	sprawl	v	dul:Action	propagated_from_hypernym	from oewn-01545905-v[tier1_derivation]	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	sit or lie with one's limbs spread out		oewn-01545905-v,oewn-01549783-v	1	1	
oewn-00095025-v	spring	spring	v	dul:Action	propagated_from_hypernym	from oewn-00094214-v[tier1_derivation]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	develop suddenly	The tire sprang a leak	oewn-00094214-v	0	1	
oewn-02190806-v	sputter	sputter	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make an explosive sound	sputtering engines	oewn-02190434-v	0	1	
oewn-02665734-v	square	square	v	dul:Process	propagated_from_hypernym	from oewn-00150107-v[tier1_derivation]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	cause to match, as of ideas or acts		oewn-00150107-v	0	1	
oewn-02183723-v	squelch	squelch	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a sucking sound		oewn-02180712-v	0	1	
oewn-02730942-v	stagnate	stagnate	v	dul:State	propagated_from_hypernym	from oewn-00109468-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	cause to stagnate	There are marshes that stagnate the waters	oewn-00109468-v	0	1	
oewn-00570164-v	stalinize	stalinize|stalinise	v	dul:Action	propagated_from_hypernym	from oewn-00383306-v[tier1_derivation]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	transform in accordance with Stalin's policies	Russia was slowly stalinized after Lenin's death	oewn-00383306-v	0	1	
oewn-01866626-v	stall	stall	v	dul:Event	propagated_from_hypernym	from oewn-01863207-v[tier1_derivation]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	cause an airplane to go into a stall		oewn-01863207-v	0	1	
oewn-00355692-v	stamp out	stamp out|kill	v	dul:Action	propagated_from_hypernym	from oewn-00353480-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	end or extinguish by forceful means	Stamp out poverty!	oewn-00353480-v	0	1	
oewn-02600446-v	stampede	stampede	v	dul:State	propagated_from_hypernym	from oewn-02372362-v[tier1_derivation]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	act, usually en masse, hurriedly or on an impulse	Companies will now stampede to release their latest software	oewn-02372362-v	0	1	
oewn-02707980-v	stand	stand|remain firm	v	dul:Action	propagated_from_hypernym	from oewn-01119003-v[tier2_indirect]	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	hold one's ground; maintain a position; be steadfast or upright	I am standing my ground and won't give in!	oewn-01119003-v	0	1	
oewn-02712985-v	stand	stand	v	dul:Event	tier3_default_event	gloss	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	remain inactive or immobile	standing water	oewn-00117793-v	0	1	
oewn-02661794-v	stand back	stand back|keep one's eyes off|keep one's distance|keep one's hands off|stay away	v	dul:Event	tier3_default_event	gloss	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	stay clear of, avoid	Keep your hands off my wife! | Keep your distance from this man — he is dangerous	oewn-02661230-v	0	1	
oewn-02732260-v	stand by	stand by	v	dul:State	propagated_from_hypernym	from oewn-02731589-v[tier2_indirect]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	not act or do anything	He just stood by when the police beat up the demonstrators	oewn-02731589-v	0	1	
oewn-01119504-v	stand up	stand up	v	dul:Action	propagated_from_hypernym	from oewn-01119003-v[tier2_indirect]	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	refuse to back down; remain solid under criticism or attack		oewn-01119003-v	0	1	
oewn-00117793-v	stay	stay|remain|rest	v	dul:Event	tier3_default_event	gloss	R2	dul:State	R2:dul:State	R2=dul:State_signals:2	stay the same; remain in a certain state	The dress remained wet after repeated attempts to dry it | rest assured | stay alone | He remained unmoved by her tears | The bad weather continued for another week	oewn-02661230-v	7	1	
oewn-02565847-v	stay	stay	v	dul:Action	propagated_from_hypernym	from oewn-02565578-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	stop a judicial process	The judge stayed the execution order	oewn-02565578-v	0	1	
oewn-02733337-v	stay	stay|stay on|continue|remain	v	dul:Event	tier3_default_event	gloss	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	continue in a place, position, or situation	After graduation, she stayed on in Cambridge as a student adviser | Stay with me, please | despite student protests, he remained Dean for another year | She continued as deputy mayor for another year	oewn-02609706-v	3	1	
oewn-00324657-v	stew	stew	v	dul:Action	propagated_from_hypernym	from oewn-00323648-v[tier1_derivation]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	cook slowly and for a long time in liquid	Stew the vegetables in wine	oewn-00323648-v	1	1	
oewn-01617139-v	stick	stick	v	dul:Action	propagated_from_hypernym	from oewn-01346574-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	fasten into place by fixing an end or point into something	stick the corner of the sheet under the mattress	oewn-01346574-v	0	1	
oewn-02130487-v	stink up	stink up|smell up|stink out	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	cause to smell bad; fill with a bad smell		oewn-02130106-v	0	1	
oewn-01699668-v	stipple	stipple	v	dul:State	propagated_from_hypernym	from oewn-01688794-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make by small short touches that together produce an even or softly graded shadow, as in paint or ink		oewn-01688794-v	0	1	
oewn-01539564-v	stonewash	stonewash|stone-wash	v	dul:Action	propagated_from_hypernym	from oewn-01538034-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	wash with stones to achieve a worn appearance	stonewash blue jeans	oewn-01538034-v	0	1	
oewn-00013851-v	stooge	stooge	v	dul:State	propagated_from_hypernym	from oewn-00010428-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	act as a stooge, in a compliant or subordinate manner	He stooged for the flamboyant Senator	oewn-00010428-v	0	1	
oewn-01391307-v	strangulate	strangulate	v	dul:Action	propagated_from_hypernym	from oewn-01390440-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	constrict a hollow organ or vessel so as to stop the flow of blood or air		oewn-01390440-v	0	1	
oewn-02518714-v	stratify	stratify	v	dul:State	propagated_from_hypernym	from oewn-00109468-v[propagated_from_hypernym]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	develop different social levels, classes, or castes	Society stratifies when the income gap widens	oewn-00109468-v	0	1	
oewn-01989285-v	stretch	stretch|stretch out	v	dul:Action	propagated_from_hypernym	from oewn-01989043-v[tier2_indirect]	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	lie down comfortably	To enjoy the picnic, we stretched out on the grass	oewn-01989043-v	0	1	
oewn-02176740-v	stridulate	stridulate|clitter	v	dul:Event	tier3_default_event	gloss	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a shrill creaking noise by rubbing together special bodily structures	male insects such as crickets or grasshoppers stridulate	oewn-02177332-v	0	1	
oewn-01212046-v	strike	strike|hit	v	dul:Event	propagated_from_hypernym	from oewn-01208838-v[tier1_derivation]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	produce by manipulating keys or strings of musical instruments	The pianist strikes a middle C | strike ‘z’ on the keyboard	oewn-01208838-v	0	1	
oewn-02417777-v	strike	strike|walk out	v	dul:Action	propagated_from_hypernym	from oewn-02527076-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	stop work in order to press demands	The auto workers are striking for higher wages | The employees walked out when their demand for better benefits was not met	oewn-02527076-v	0	1	
oewn-01940220-v	strike out	strike out	v	dul:State	propagated_from_hypernym	from oewn-01835473-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a motion as with one's fist or foot towards an object or away from one's body		oewn-01835473-v	1	1	
oewn-01645853-v	strike up	strike up	v	dul:Action	propagated_from_hypernym	from oewn-01645456-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	begin	strike up a conversation | strike up a friendship	oewn-01645456-v	0	1	
oewn-00619747-v	stumble	stumble|slip up|trip up	v	dul:State	propagated_from_hypernym	from oewn-00619438-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make an error	She slipped up and revealed the name	oewn-00619438-v	0	1	
oewn-02466306-v	subcontract	subcontract	v	dul:State	propagated_from_hypernym	from oewn-02415985-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	work under a subcontract; engage in a subcontract		oewn-02415985-v	0	1	
oewn-00366673-v	sublime	sublime|sublimate	v	dul:Process	propagated_from_hypernym	from oewn-00443222-v[tier1_derivation]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	change or cause to change directly from a solid into a vapor without first melting	sublime iodine | some salts sublime when heated	oewn-00443222-v	0	1	
oewn-02529837-v	succeed	succeed|win|come through|bring home the bacon|deliver the goods	v	dul:State	propagated_from_hypernym	from oewn-02372362-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:2	attain success or reach a desired goal	The enterprise succeeded | We succeeded in getting tickets to the show | she struggled to overcome her handicap and won	oewn-02372362-v	13	1	
oewn-00065410-v	suffer	suffer|sustain|have|get	v	dul:State	propagated_from_hypernym	from oewn-02112480-v[propagated_from_hypernym]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	undergo (as of injuries and illnesses)	She suffered a fracture in the accident | He had an insulin shock after eating three candy bars | She got a bruise on her leg | He got his arm broken in the scuffle	oewn-02112480-v	4	1	
oewn-02113644-v	suffer	suffer|endure	v	dul:State	propagated_from_hypernym	from oewn-02114674-v[propagated_from_hypernym]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	undergo or be subjected to	He suffered the penalty | Many saints suffered martyrdom	oewn-02114674-v	3	1	
oewn-02114536-v	suffer	suffer|meet	v	dul:State	propagated_from_hypernym	from oewn-02114674-v[propagated_from_hypernym]	R2	dul:Process	R2:dul:Process	R2=dul:Process_signals:1	undergo or suffer	meet a violent death | suffer a terrible fate	oewn-02114674-v	0	1	
oewn-02025001-v	summit	summit|breast	v	dul:State	propagated_from_hypernym	from oewn-02024442-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	reach the summit (of a mountain)	They breasted the mountain | Many mountaineers go up Mt. Everest but not all summit	oewn-02024442-v	0	1	
oewn-01994295-v	surface	surface|come up|rise up|rise	v	dul:Action	propagated_from_hypernym	from oewn-01973223-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	come to the surface		oewn-01973223-v	4	1	
oewn-01108050-v	surpass	surpass|outstrip|outmatch|outgo|exceed|outdo|surmount|outperform	v	dul:State	propagated_from_hypernym	from oewn-01110559-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	be or do something to a greater degree	her performance surpasses that of any other student I know | She outdoes all other athletes | This exceeds all my expectations | This car outperforms all others in its class	oewn-01110559-v	21	1	
oewn-00649582-v	survey	survey	v	dul:Process	propagated_from_hypernym	from oewn-00646245-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a survey of; for statistical purposes		oewn-00646245-v	1	1	
oewn-02624202-v	survive	survive|last|live|live on|go|endure|hold up|hold out	v	dul:Action	propagated_from_hypernym	from oewn-02690747-v[tier1_derivation]	R2	dul:State	R2:dul:State	R2=dul:State_signals:1	continue to live and avoid dying	We went without water and food for 3 days | These superstitions survive in the backwaters of America | The race car driver lived through several very serious accidents | how long can a person last without food and water? | one crash victim died, the 	oewn-02690747-v	3	1	
oewn-00543748-v	suspend	suspend|set aside	v	dul:Action	propagated_from_hypernym	from oewn-00126072-v[tier1_derivation]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	make inoperative or stop	suspend payments on the loan	oewn-00126072-v	0	1	
oewn-00012427-v	swagger	swagger|bluster|swash	v	dul:State	propagated_from_hypernym	from oewn-00010428-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	act in an arrogant, overly self-assured, or conceited manner		oewn-00010428-v	0	1	
oewn-01596684-v	swing	swing|sweep|swing out	v	dul:Event	propagated_from_hypernym	from oewn-01226979-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	make a big sweeping gesture or movement		oewn-01226979-v	0	1	
oewn-00737871-v	synchronize	synchronize|synchronise|contemporize|contemporise	v	dul:Action	propagated_from_hypernym	from oewn-00737576-v[propagated_from_hypernym]	R2	dul:Event	R2:dul:Event	R2=dul:Event_signals:1	arrange or represent events so that they co-occur	synchronize biblical events	oewn-00737576-v	0	1	
oewn-02605633-v	take	take	v	dul:State	propagated_from_hypernym	from oewn-02372362-v[tier1_derivation]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	carry out	take action | take steps | take vengeance	oewn-02372362-v	0	1	
oewn-00952238-v	take a dare	take a dare|pick up the gauntlet	v	dul:State	propagated_from_hypernym	from oewn-02535833-v[propagated_from_hypernym]	R2	dul:Action	R2:dul:Action	R2=dul:Action_signals:1	be dared to do something and attempt it		oewn-02535833-v	0	1	
