oewn_id	pos	dulplus_class	rule	rationale	primary_lemma	all_lemmas	gloss	pertainym_lemmas
oewn-02121763-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02121107-a	contaminative	contaminative	making impure by contact or mixing	
oewn-02121893-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02121107-a	purulent	purulent|pussy	containing pus	
oewn-02122026-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02121107-a	infectious	infectious|infective	caused by infection or capable of causing infection	
oewn-02122314-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02121107-a	putrefactive	putrefactive|putrefacient	causing or promoting bacterial putrefaction	
oewn-02122467-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02121107-a	septicemic	septicemic	characteristic of septicemia	
oewn-02122604-a	a	dul:Quality	A5_adj_head_default	adj.all head default	antiseptic	antiseptic	thoroughly clean and free of or destructive to disease-causing organisms	
oewn-02123039-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02122604-a	aseptic	aseptic|sterile	free of or using methods to keep free of pathological microorganisms	
oewn-02123334-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02122604-a	bactericidal	bactericidal|disinfectant|germicidal	preventing infection by inhibiting the growth or action of microorganisms	
oewn-02123584-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02122604-a	cleansing	cleansing|purifying	acting like an antiseptic	
oewn-02123677-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02122604-a	nonpurulent	nonpurulent	not containing pus	
oewn-02123753-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02122604-a	uninfected	uninfected|clean	free from sepsis or infection	
oewn-02123898-a	a	dul:Quality	A5_adj_head_default	adj.all head default	germfree	germfree	free from germs or pathogenic organisms; sterile	
oewn-02124063-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02123898-a	axenic	axenic	(of experimental animals) raised under sterile conditions	
oewn-02124214-a	a	dul:Quality	A5_adj_head_default	adj.all head default	germy	germy	full of germs or pathological microorganisms	
oewn-02124424-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02124214-a	unsterilized	unsterilized|unsterilised	not sterilized	
oewn-02124512-a	a	dul:Quality	A5_adj_head_default	adj.all head default	adulterating	adulterating|adulterant	making impure or corrupt by adding extraneous materials	
oewn-02124744-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02124512-a	extraneous	extraneous|foreign	not belonging to that in which it is contained; introduced from an outside source	
oewn-02124974-a	a	dul:Quality	A5_adj_head_default	adj.all head default	purifying	purifying	freeing from noxious matter	
oewn-02125146-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02124974-a	ablutionary	ablutionary|cleansing	cleansing the body by washing; especially ritual washing of e.g. hands	
oewn-02125327-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02124974-a	antiseptic	antiseptic	freeing from error or corruption	
oewn-02125461-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02124974-a	detergent	detergent|detersive	having cleansing power	
oewn-02125659-a	a	dul:Quality	A5_adj_head_default	adj.all head default	serious	serious	concerned with work or important matters rather than play or trivialities	
oewn-02126120-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02125659-a	earnest	earnest|sincere|solemn	characterized by a firm and humorless belief in the validity of your opinions	
oewn-02126493-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02125659-a	grave	grave|sedate|sober|solemn	dignified and somber in manner or character and committed to keeping promises	
oewn-02126919-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02125659-a	overserious	overserious	excessively serious	
oewn-02126996-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02125659-a	real	real	not to be taken lightly	
oewn-02127251-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02125659-a	thoughtful	thoughtful|serious-minded	characterized by solemn, sincere manner	
oewn-02127430-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02125659-a	sobering	sobering	tending to make sober or more serious	
oewn-02127556-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02125659-a	solid	solid	of a substantial character and not frivolous or superficial	
oewn-02127738-a	a	dul:Quality	A5_adj_head_default	adj.all head default	frivolous	frivolous	not serious in content or attitude or behavior	
oewn-02128108-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02127738-a	airheaded	airheaded|dizzy|empty-headed|featherbrained|giddy|light-headed|lightheaded|silly	lacking seriousness; given to frivolity	
oewn-02128403-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02127738-a	flighty	flighty|flyaway|head-in-the-clouds|scatterbrained	guided by whim and fancy	
oewn-02128570-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02127738-a	flippant	flippant|light-minded	showing inappropriate levity	
oewn-02128704-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02127738-a	idle	idle|light	silly or trivial	
oewn-02128852-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02127738-a	light	light	intended primarily as entertainment; not serious or profound	
oewn-02129015-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02127738-a	trivial	trivial	concerned with trivialities	
oewn-02129139-a	a	dul:Quality	A5_adj_head_default	adj.all head default	playful	playful	full of fun and high spirits	
oewn-02129430-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02129139-a	coltish	coltish|frolicsome|frolicky|rollicking|sportive	given to merry frolicking	
oewn-02129677-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02129139-a	devilish	devilish|rascally|roguish	playful in an appealingly bold way	
oewn-02129841-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02129139-a	elfin	elfin|elfish|elvish	usually good-naturedly mischievous	
oewn-02130013-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02129139-a	arch	arch|impish|implike|mischievous|pixilated|prankish|puckish|wicked	naughtily or annoyingly playful	
oewn-02130305-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02129139-a	kittenish	kittenish|frisky	playful like a lively kitten	
oewn-02130416-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02129139-a	ludic	ludic	relating to play or playfulness	
oewn-02130499-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02129139-a	mocking	mocking|teasing|quizzical	playfully vexing (especially by ridicule)	
oewn-02130695-a	a	dul:Quality	A5_adj_head_default	adj.all head default	unplayful	unplayful|serious|sober	completely lacking in playfulness	
oewn-02130856-a	a	dul:Quality	A5_adj_head_default	adj.all head default	selected	selected	chosen in preference to another	
oewn-02130960-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02130856-a	elect	elect|elite	selected as the best	
oewn-02131124-a	a	dul:Quality	A5_adj_head_default	adj.all head default	unselected	unselected	not selected	
oewn-02131193-a	a	dul:Quality	A5_adj_head_default	adj.all head default	serviceable	serviceable	ready for service or able to give long service	
oewn-02131477-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02131193-a	durable	durable|long-wearing	capable of withstanding wear and tear and decay	
oewn-02131634-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02131193-a	functional	functional|usable|useable|operable|operational	fit or ready for use or service	
oewn-02132035-a	a	dul:Quality	A5_adj_head_default	adj.all head default	unserviceable	unserviceable	not ready for service	
oewn-02132267-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02132035-a	broken-down	broken-down	not in working order	
oewn-02132438-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02132035-a	burned-out	burned-out|burnt-out	inoperative as a result of heat or friction	
oewn-02132579-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02132035-a	inoperable	inoperable	not able to perform its normal function	
oewn-02132675-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02132035-a	unrepaired	unrepaired	unserviceable because necessary repairs have not been made	
oewn-02132790-a	a	dul:Quality	A5_adj_head_default	adj.all head default	resident	resident	living in a particular place	
oewn-02132982-a	a	dul:Quality	A5_adj_head_default	adj.all head default	nonresident	nonresident	not living in a particular place or owned by permanent residents	
oewn-02133178-a	a	dul:Quality	A5_adj_head_default	adj.all head default	settled	settled	established in a desired position or place; not moving about	
oewn-02133521-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02133178-a	based	based	having a base of operations (often used as a combining form)	
oewn-02133713-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02133178-a	built-up	built-up	peopled with settlers	
oewn-02133811-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02133178-a	located	located|placed|set|situated	situated in a particular spot or position	
oewn-02134075-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02133178-a	nonnomadic	nonnomadic	not nomadic or wandering	
oewn-02134177-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02133178-a	relocated	relocated|resettled	settled in a new location	
oewn-02134270-a	a	dul:Quality	A5_adj_head_default	adj.all head default	unsettled	unsettled	not settled or established	
oewn-02134540-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02134270-a	aimless	aimless|drifting|floating|vagabond|vagrant	continually changing especially as from one abode or occupation to another	
oewn-02134890-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02134270-a	erratic	erratic|planetary|wandering	having no fixed course	
oewn-02135074-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02134270-a	homeless	homeless|stateless	without nationality or citizenship	
oewn-02135196-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02134270-a	migrant	migrant|migratory	habitually moving from place to place especially in search of seasonal work	
oewn-02135465-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02134270-a	mobile	mobile|nomadic|peregrine|roving|wandering	migratory	
oewn-02135768-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02134270-a	peripatetic	peripatetic|wayfaring	traveling especially on foot	
oewn-02135946-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02134270-a	itinerant	itinerant	traveling from place to place to work	
oewn-02136116-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02134270-a	rootless	rootless|vagabond	wandering aimlessly without ties to a place or community	
oewn-02136302-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02134270-a	unlocated	unlocated	lacking a particular location	
oewn-02136387-a	a	dul:Quality	A5_adj_head_default	adj.all head default	migratory	migratory	used of animals that move seasonally	
oewn-02136516-a	a	dul:Quality	A5_adj_head_default	adj.all head default	nonmigratory	nonmigratory|resident	used of animals that do not migrate	
oewn-02136639-a	a	dul:Quality	A5_adj_head_default	adj.all head default	settled	settled	established or decided beyond dispute or doubt	
oewn-02136915-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02136639-a	accomplished	accomplished|effected|established	settled securely and unconditionally	
oewn-02137098-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02136639-a	appointed	appointed|decreed|ordained|prescribed	fixed or established especially by order or command	
oewn-02137288-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02136639-a	determined	determined|dictated|set	determined or decided upon as by an authority	
oewn-02137517-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02136639-a	deterministic	deterministic	an inevitable consequence of antecedent sufficient causes	
oewn-02137652-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02136639-a	firm	firm	not subject to revision or change	
oewn-02137771-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02136639-a	preconcerted	preconcerted	previously arranged or agreed on	
oewn-02137894-a	a	dul:Quality	A5_adj_head_default	adj.all head default	unsettled	unsettled	still in doubt	
oewn-02138052-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02137894-a	doubtful	doubtful|tentative	unsettled in mind or opinion	
oewn-02138201-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02137894-a	open	open|undecided|undetermined|unresolved	not brought to a conclusion; subject to further thought	
oewn-02138452-a	a	dul:Quality	A5_adj_head_default	adj.all head default	sexy	sexy	marked by or tending to arouse sexual desire or interest	
oewn-02139048-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02138452-a	aroused	aroused|horny|randy|ruttish|steamy|turned on	feeling great sexual desire	
oewn-02139214-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02138452-a	autoerotic	autoerotic	sexually satisfying yourself (as by masturbation)	
oewn-02139338-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02138452-a	coquettish	coquettish|flirtatious	like a coquette	
oewn-02139460-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02138452-a	erotic	erotic|titillating	giving sexual pleasure; sexually arousing	
oewn-02139604-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02138452-a	blue	blue|gamy|gamey|juicy|naughty|racy|risque|spicy	suggestive of sexual impropriety	
oewn-02139987-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02138452-a	hot	hot	sexually excited or exciting	
oewn-02140115-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02138452-a	intimate	intimate|sexual	involved in a sexual relationship	
oewn-02140314-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02138452-a	juicy	juicy|luscious|red-hot|toothsome|voluptuous|lush	having strong sexual appeal	
oewn-02140561-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02138452-a	lascivious	lascivious|lewd|libidinous|lustful	driven by lust; preoccupied with or exhibiting lustful desires	
oewn-02140785-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02138452-a	lecherous	lecherous	given to excessive indulgence in sexual activity	
oewn-02141007-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02138452-a	leering	leering	(of a glance) sidelong and slyly lascivious	
oewn-02141133-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02138452-a	lubricious	lubricious|lustful|prurient|salacious	characterized by lust	
oewn-02141409-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02138452-a	orgiastic	orgiastic	used of frenzied sexual activity	
oewn-02141533-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02138452-a	oversexed	oversexed|highly-sexed	having excessive sexual desire or appeal	
oewn-02141644-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02138452-a	pornographic	pornographic|adult	designed to arouse lust	
oewn-02141804-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02138452-a	provocative	provocative	intentionally arousing sexual desire	
oewn-02141962-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02138452-a	raunchy	raunchy	earthy and sexually explicit	
oewn-02142063-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02138452-a	sexed	sexed	characterized by sexuality	
oewn-02142157-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02138452-a	sex-starved	sex-starved	desiring but deprived of sexual gratification	
oewn-02142260-a	a	dul:Quality	A5_adj_head_default	adj.all head default	unsexy	unsexy	not sexually aroused or arousing	
oewn-02142399-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02142260-a	sexless	sexless	sexually unattractive	
oewn-02142474-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02142260-a	sexless	sexless	having no sexual desire	
oewn-02142551-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02142260-a	undersexed	undersexed	having a subnormal degree of sexual desire	
oewn-02142650-a	a	dul:Quality	A5_adj_head_default	adj.all head default	sexual	sexual	having or involving sex	
oewn-02142874-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02142650-a	intersexual	intersexual	existing or occurring between the sexes	
oewn-02142971-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02142650-a	intimate	intimate	used euphemistically to refer to the genitals	
oewn-02143104-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02142650-a	sexed	sexed	having sexual differentiation	
oewn-02143185-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02142650-a	unisexual	unisexual	relating to only one sex or having only one type of sexual organ; not hermaphroditic	
oewn-02143325-a	a	dul:Quality	A5_adj_head_default	adj.all head default	asexual	asexual|nonsexual	not having or involving sex	
oewn-02143570-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02143325-a	agamic	agamic|agamous|agamogenetic|apomictic|parthenogenetic	(of reproduction) not involving the fusion of male and female gametes in reproduction	
oewn-02143835-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02143325-a	fissiparous	fissiparous	reproducing by fission	
oewn-02143934-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02143325-a	neuter	neuter|sexless	having no or imperfectly developed or nonfunctional sex organs	
oewn-02144077-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02143325-a	vegetal	vegetal|vegetative	(of reproduction) characterized by asexual processes	
oewn-02144214-a	a	dul:Quality	A5_adj_head_default	adj.all head default	castrated	castrated|unsexed	deprived of sexual capacity or sexual attributes	
oewn-02144382-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02144214-a	altered	altered|neutered	having testicles or ovaries removed	
oewn-02144482-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02144214-a	cut	cut|emasculated|gelded	(of a male animal) having the testicles removed	
oewn-02144617-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02144214-a	spayed	spayed	(of a female animal) having the ovaries removed	
oewn-02144717-a	a	dul:Quality	A5_adj_head_default	adj.all head default	uncastrated	uncastrated	not castrated	
oewn-02144806-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02144717-a	entire	entire|intact	(used of domestic animals) sexually competent	
oewn-02144950-a	a	dul:Quality	A5_adj_head_default	adj.all head default	aphrodisiac	aphrodisiac|aphrodisiacal|sexy	stimulating sexual desire	
oewn-02145128-a	a	dul:Quality	A5_adj_head_default	adj.all head default	anaphrodisiac	anaphrodisiac	tending to diminish sexual desire	
oewn-02145221-a	a	dul:Quality	A5_adj_head_default	adj.all head default	estrous	estrous	(of lower mammals) showing or in a state of estrus; in heat	
oewn-02145449-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02145221-a	monestrous	monestrous|monoestrous	having one estrous cycle per year	
oewn-02145553-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02145221-a	polyestrous	polyestrous|polyoestrous	having more than one period of estrus per year	
oewn-02145672-a	a	dul:Quality	A5_adj_head_default	adj.all head default	anestrous	anestrous	(of lower mammals) not in a state of estrus; not in heat	
oewn-02145843-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02145672-a	diestrous	diestrous|dioestrous|diestrual|dioestrual	(of animals that have several estrous cycles in one breeding season) in a period of sexual inactivity	
oewn-02146074-a	a	dul:PhysicalAttribute	A4_physical_attr_keyword	gloss has physical-attribute marker	shapely	shapely	having a well-proportioned and pleasing shape	
oewn-02146404-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02146074-a	bosomy	bosomy|busty|buxom|curvaceous|curvy|full-bosomed|sonsie|sonsy|stacked|voluptuous|well-endowed	(of a woman's body) having a large bosom and pleasing curves	
oewn-02146818-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02146074-a	callipygian	callipygian|callipygous	pertaining to or having finely developed buttocks	
oewn-02146978-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02146074-a	clean-limbed	clean-limbed	having well-proportioned limbs	
oewn-02147067-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02146074-a	full-fashioned	full-fashioned|fully fashioned	knitted to fit the shape of the body	
oewn-02147208-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02146074-a	Junoesque	Junoesque|statuesque	suggestive of a statue	
oewn-02147299-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02146074-a	modeled	modeled|sculptural|sculptured|sculpturesque|modelled	resembling sculpture	
oewn-02147559-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02146074-a	retrousse	retrousse|tip-tilted|upturned	(used of noses) turned up at the end	
oewn-02147720-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02146074-a	well-proportioned	well-proportioned	of pleasing proportions	
oewn-02147807-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02146074-a	well-turned	well-turned	of a pleasing shape	
oewn-02147907-a	a	dul:PhysicalAttribute	A4_physical_attr_keyword	gloss has physical-attribute marker	unshapely	unshapely	not well-proportioned and pleasing in shape	
oewn-02148249-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02147907-a	acromegalic	acromegalic	marked or affected by enlargement or hypertrophy of the extremities or the face	
oewn-02148436-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02147907-a	chunky	chunky|lumpy	like or containing small sticky lumps	
oewn-02148624-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02147907-a	clubfooted	clubfooted|taliped	having a deformed foot	
oewn-02148713-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02147907-a	deformed	deformed|distorted|ill-shapen|malformed|misshapen	so badly formed or out of shape as to be ugly	
oewn-02149059-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02147907-a	ill-proportioned	ill-proportioned	lacking pleasing proportions	
oewn-02149150-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02147907-a	knobby	knobby|knobbly	having knobs	
oewn-02149282-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02147907-a	nodular	nodular|nodulated|noduled	having nodules or occurring in the form of nodules	
oewn-02149478-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02147907-a	nodulose	nodulose	having minute nodules	
oewn-02149554-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02147907-a	pigeon-breasted	pigeon-breasted|chicken-breasted	having a chest deformity marked by a projecting breastbone caused by infantile rickets	
oewn-02149721-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02147907-a	shapeless	shapeless	lacking symmetry or attractive form	
oewn-02149861-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02147907-a	torulose	torulose	of a cylindrical or ellipsoid body; swollen and constricted at intervals	
oewn-02150007-a	a	dul:Quality	A5_adj_head_default	adj.all head default	breasted	breasted	having a breast or breasts; or breasts as specified; used chiefly in compounds	
oewn-02150202-s	s	dul:Quality	A1_satellite_inherits_head	inherited from head oewn-02150007-a	bosomed	bosomed	having a bosom as specified or having something likened to a bosom; usually used in compounds	
oewn-02150398-a	a	dul:Quality	A5_adj_head_default	adj.all head default	breastless	breastless	without a breast	
oewn-02150471-a	a	dul:PhysicalAttribute	A4_physical_attr_keyword	gloss has physical-attribute marker	formed	formed	having or given a form or shape	
oewn-02151851-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	ductile	ductile|malleable|pliable|pliant|tensile|tractile	capable of being shaped or bent or drawn out	
oewn-02152249-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	acorn-shaped	acorn-shaped	shaped like an acorn	
oewn-02152328-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	awl-shaped	awl-shaped	shaped like an awl	
oewn-02152403-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	bacillar	bacillar|bacillary|bacilliform|baculiform|rod-shaped	formed like a bacillus	
oewn-02152550-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	bag-shaped	bag-shaped	shaped like a bag	
oewn-02152624-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	bar-shaped	bar-shaped	shaped like a rigid strip of metal or wood	
oewn-02152723-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	basket-shaped	basket-shaped	shaped like a basket	
oewn-02152803-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	belt-shaped	belt-shaped	shaped like a belt	
oewn-02152879-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	biform	biform	having or combining two forms	
oewn-02153013-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	boot-shaped	boot-shaped	shaped like a boot	
oewn-02153089-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	bottle-shaped	bottle-shaped	shaped like a bottle	
oewn-02153169-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	botuliform	botuliform	long with rounded ends	
oewn-02153247-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	butterfly-shaped	butterfly-shaped	shaped like a butterfly	
oewn-02153333-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	button-shaped	button-shaped	shaped like a button	
oewn-02153444-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	catenulate	catenulate|chainlike	having a chainlike form	
oewn-02153574-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	claw-shaped	claw-shaped	shaped like a claw	
oewn-02153650-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	club-shaped	club-shaped	shaped in the form of a club that is larger at one end	
oewn-02153762-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	club-shaped	club-shaped	shaped in the form of the black trefoil or clover leaf on some playing cards	
oewn-02153896-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	cowl-shaped	cowl-shaped	shaped like a cowl	
oewn-02153972-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	cross-shaped	cross-shaped	shaped in the form of a cross	
oewn-02154060-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	die-cast	die-cast	formed by forcing molten metal into a die	
oewn-02154175-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	drum-shaped	drum-shaped|drum-like	shaped in a form resembling a drum	
oewn-02154279-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	eel-shaped	eel-shaped	shaped in the form of an eel	
oewn-02154364-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	fan-shaped	fan-shaped	shaped in the form of a fan	
oewn-02154448-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	fig-shaped	fig-shaped	shaped in the form of a fig	
oewn-02154532-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	foot-shaped	foot-shaped	shaped in the form of a foot	
oewn-02154618-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	football-shaped	football-shaped	shaped in the form of a football	
oewn-02154712-s	s	dul:PhysicalAttribute	A1_satellite_inherits_head	inherited from head oewn-02150471-a	funnel-shaped	funnel-shaped	shaped in the form of a funnel	
